PostNumber,SymptomName,PostLink,Title,Author,Total_Replies,Total_Weight
,,,sleeping,northern dancer,1,51.06382978723404
,,,feeling abused by expectations on ltc managers & staff,mustang sally,1,51.041666666666664
,,,live science official community rules,,2,150.0
,,,what are the symptoms of the coronavirus?,,14,725.0
,,,how does the new coronavirus compare with the flu?,,50,2516.6666666666665
,,,"are gilead, trump officials and the nih blocking covid-19 treatment research on gs-441524 to allow more expensive remdesivir to proceed ?",,8,412.5
,,,"temperature taking, in the workplace, what should be the frequency?",,4,210.0
,,,theory for possible cure for covid-19,,4,208.33333333333334
,,,do you think this out of the box solution can stop the pandemic in 14 days?,,50,2507.1428571428573
,,,an alternative to vaccination for covid-19.,,10,506.25
,,,indications sars-cov-2 was present earlier than thought.,,6,305.55555555555554
,,,why are children 'missing' from coronavirus outbreak cases?,,50,2505.0
,,,shower,,4,204.54545454545453
,,,confusion and chaos surround coronavirus testing in the us,,10,504.1666666666667
,,,testing,,6,303.84615384615387
,,,vaccine from live virus,,4,203.57142857142858
,,,how to prevent development of severe covid-19 disease,,34,1703.3333333333333
,,,the hitchhicker's guide to immunity,,4,203.125
,,,i am to start teaching english conversation classes soon: what can i do?,,16,802.9411764705883
,,,do the catechins in green tea act as a natural antiviral against covid 19?,,4,202.77777777777777
,,,us hospitals are already starting to run out of respirator masks crucial for coronavirus protection,,8,402.63157894736844
,,,school closures,,10,502.5
,,,are active cigarette smokers immune to covid-19???,,8,402.3809523809524
,,,alternatives to fighting the virus,,6,302.27272727272725
,,,"coronavirus, toilet flushing, open windows question",,20,1002.1739130434783
,,,can anyone here suggest me some tips to keep our home safe during covid-19?,,6,302.0833333333333
,,,are us communities and hospitals ready to take on covid-19?,,4,202.0
,,,covid-19 in meatorks,,6,301.9230769230769
,,,why not antibiotics?,,10,501.85185185185185
,,,grocery shopping safely during coronavirus,,20,1001.7857142857143
,,,prognosis for restored senses of smell and test?,,10,501.7241379310345
,,,crossover,,4,201.66666666666666
,,,using an old approach to developing a corona virus vaccine?,,4,201.61290322580646
,,,"if i have a cold or the flu, can i also get the covid-19 virus too?",,4,201.5625
,,,pe lung damage risk,,4,201.5151515151515
,,,analytics and visualization on coronavirus,,8,401.47058823529414
,,,symptoms january 1-mid feb.2020,,4,201.42857142857142
,,,worried,,6,301.3888888888889
,,,poll: have you cancelled trips abroad?,,20,1001.3513513513514
,,,zoonotic viruses from animals with core temperatures above humans,,4,201.31578947368422
,,,seasonal flu jag,,6,301.28205128205127
,,,health issues that put people at higher risk,,4,201.25
,,,how often are you washing your hands now?,,6,301.219512195122
,,,what can the coronavirus outbreak teach us about bringing mars samples back to earth?,,10,501.1904761904762
,,,poll: wfh during covid-19 precautions,,6,301.16279069767444
,,,poll:is your local government and medical system ready to handle covid-19?,,14,701.1363636363636
,,,"coronavirus outbreak officially declared a pandemic, who says",,10,501.1111111111111
,,,is the coronavirus more dangerous than the flu?,,4,201.08695652173913
,,,cruise ship with apparent coronavirus outbreak is held offshore near san francisco,,16,801.063829787234
,,,what exactly is the coronavirus?,,4,201.04166666666666
,,,coronavirus outbreak: live updates,,6,301.0204081632653
,,,should schools close for coronavirus?,,10,501.0
,,,a us coronavirus outbreak is almost inevitable. here's how you can prepare.,,8,400.98039215686276
,,,"9,000 cases of coronavirus in the us could stem from wuhan alone",,4,200.96153846153845
,,,coronavirus does not affect kids!,,24,1200.9433962264152
,,,coronavirus outbreak: live ups,,2,100.92592592592592
,,,coronavirus questions for our facebook livestream? ask them here!,,6,300.90909090909093
,,,"us isn't 'remotely prepared' to test for coronavirus, experts say",,14,700.8928571428571
,,,why prepare for coronavirus to strike the us? it's your civic duty.,,8,400.87719298245617
,,,3 coronavirus cases identified in long-term care facility in washington,,4,200.86206896551724
,,,coronavirus resources: us state and local health departments,,2,100.84745762711864
,,,trump announces pence will be 'coronavirus czar',,2,100.83333333333333
,,,"it's still too soon to call coronavirus outbreak a pandemic, who says",,2,100.81967213114754
,,,"coronavirus quarantine ends for some cruise ship passengers, sparking worries over virus spread",,2,100.80645161290323
,,,blood from cured coronavirus patients could help treat infection,,2,100.7936507936508
,,,coronavirus cruise ship nightmare: are quarantines the right answer?,,2,100.78125
,,,can the new coronavirus spread through building pipes?,,8,400.7692307692308
,,,28 devastating infectious diseases,,2,100.75757575757575
,,,coronavirus vaccine still months out. here's why.,,16,800.7462686567164
,,,facebook live event - coronavirus q&a hosted by live science staff,,6,300.7352941176471
,,,"new coronavirus can spread before symptoms start, german case suggests",,4,200.7246376811594
,,,"coronavirus outbreak is 'public health emergency of international concern,' who declares",,2,100.71428571428571
,,,is the coronavirus outbreak as bad as sars?,,2,100.70422535211267
,,,coronavirus screening expands to 20 us airports; researchers start work on a new vaccine,,8,400.69444444444446
,,,mysterious respiratory illness has sickened dozens in china,,6,300.6849315068493
