PostNumber,SymptomName,PostLink,Title,Author,Total_Replies,Total_Weight
32,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Total Hypotrichosis, Mari type', 'Dysosteosclerosis', 'Influenza', 'Chronic otitis media', 'Coronavirus Infections', 'Gray Platelet Syndrome', 'Tired', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/interactions-between-sars-cov-2-variants/,interactions between sars-cov-2 variants?,armando @bolso1,10,501.5625
33,"['Gonorrhea', 'Geroderma osteodysplastica', 'Dysosteosclerosis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Chronic Obstructive Airway Disease', 'Reflex Epilepsy, Photosensitive', 'Bronchitis, Chronic', 'Pneumocystis jiroveci pneumonia', 'Severe chronic obstructive pulmonary disease', 'Disease', 'Fever with chills', 'Fatigue', 'Headache', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/copd-and-the-covid-19-vaccine/,copd and the covid 19 vaccine,ppr @ppr,8,401.5151515151515
34,"['varicella zoster', 'Myasthenia Gravis', 'Disorder of head', 'Osteoporosis with pseudoglioma', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'Gray Platelet Syndrome', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/can-thymectomized-patients-receive-vaccinations-specifically-covid19/,"can thymectomized patients receive vaccinations, specifically covid19?",pdietrich @pdietrich,14,701.4705882352941
35,"[""Little's Disease"", 'Crohn Disease', 'Lung Diseases, Obstructive', 'Wiskott-Aldrich Syndrome', 'Acute gastroenteritis', 'Disease', 'Diarrhea', 'BODY PAIN', 'Nausea', 'Retching', 'Chills', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/cohns-and-covid-19-shots-is-it-safe/,crohn's and covid 19 shots is it safe,chaswach @chaswach,12,601.4285714285714
36,"['Epilepsy', 'Communicable Diseases', 'Poliomyelitis', 'Cardiomyopathies', 'Fish-Eye Disease', 'Pertussis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Coronavirus Infections', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Borderline Hypertension', 'Hereditary Coproporphyria', 'Multiple Epiphyseal Dysplasia', 'Polymyalgia Rheumatica', 'Simian Acquired Immunodeficiency Syndrome', 'AICARDI-GOUTIERES SYNDROME 1', 'Gray Platelet Syndrome', 'Carpal Tunnel Syndrome', 'Influenza', 'Neuroleptic Malignant Syndrome', 'Coffin-Siris syndrome', 'Malaria, Cerebral', 'Lung diseases', 'Chronic disease', 'Herpes zoster disease', 'Pneumocystis jiroveci pneumonia', 'Gonorrhea', 'Allergic disposition', 'Dysosteosclerosis', ""Little's Disease"", 'Diabetes Mellitus', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Wiskott-Aldrich Syndrome', 'Disease', 'Seizures', 'Ache', 'Signs and Symptoms', 'Sore skin', 'Upset stomach', 'Malaise', 'Headache', 'Syncope', 'Pain', 'Clouded consciousness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/vaccines-1/,vaccines,"merry, volunteer mentor @merpreb",102,5101.388888888889
37,"['Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Tetanus', 'Herpes zoster disease', 'Pneumocystis jiroveci pneumonia', 'Disease', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-vaccine-and-shingrix-shots/,covid vaccine and shingrix shots,ronindoman @ronindoman,8,401.35135135135135
38,"['Pneumonia', 'Hamman-Rich syndrome', 'Hepatorenal Syndrome', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Testicular regression syndrome', 'Dermatofibrosis lenticularis disseminata', 'Melnick-Needles Syndrome', 'Sick Sinus Syndrome', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Amyotrophic Lateral Sclerosis, Sporadic', 'Infantile Neuroaxonal Dystrophy', 'Dysosteosclerosis', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'Lung Problem', 'Asthma', 'LAURIN-SANDROW SYNDROME', 'Recurrent disease', 'organic disorders', 'Wiskott-Aldrich Syndrome', 'MUNGAN SYNDROME', 'Disease', 'Pain in buttock', 'Breath Holding', 'Tired', 'Signs and Symptoms', 'Respiratory problems', 'Fatigue', 'Spasm', 'Malaise', 'Pain', 'Sleeplessness', 'Actual Inability To Taste', 'Sleep disturbances', 'Abnormal breathing', 'Coughing', 'Decrease in appetite', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/any-have-insomnia-as-symptom-of-covid-19/,anyone have insomnia as symptom of covid-19?,mkqq @mkqq,36,1801.3157894736842
39,"['Sexually Transmitted Diseases', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/undetermined-covid-test/,undetermined covid test,lmh963 @lmh963,10,501.28205128205127
40,"['Edema Disease of Swine', 'Ehlers-Danlos Syndrome', 'Spondyloepiphyseal dysplasia, Omani type', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hypermobile-jointseds-and-covid/,hypermobile joints/eds and covid,healthhopefreedom @healthhopefreedom,8,401.25
41,"['Pneumocystis jiroveci pneumonia', 'Gray Platelet Syndrome', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/without-a-vagus-nerve-safety-of-getting-covid19-vaccine/,without a vagus nerve & safety of getting covid19 vaccine,domernick @domernick,10,501.219512195122
42,"['Temporohyoid osteoarthropathy', 'Communicable Diseases', 'Dysosteosclerosis', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/questions-3/,"questions about testing positive, quarantining with family members",shortney4 @shortney4,4,201.1904761904762
43,"['Cholestasis-edema syndrome, Norwegian type', 'organic disorders', 'Coronavirus Infections', 'Disease', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/air-full-head-protective-mask/,"""air"" full head protective mask",rseitzberg @rseitzberg,8,401.16279069767444
44,"['Preeclamptic toxemia', 'Temporohyoid osteoarthropathy', 'Epilepsy', 'Common Cold', 'Cancer-Associated Retinopathy', 'Euthyroid Sick Syndromes', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', 'Brown oculocutaneous albinism', ""Little's Disease"", 'Autoimmune hemolytic anemia', 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Restless Legs Syndrome', 'Asthenopia', 'Wiskott-Aldrich Syndrome', 'AICARDI-GOUTIERES SYNDROME 1', 'Flatulence', 'Tired', 'Neonatal Jaundice', 'Cold intolerance', 'Clouded consciousness', 'spells (neurological symptom)', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/how-to-keep-moving-when-you-cant-go-out-to-walk-or-get-to-the-gym/,how to keep moving when you can't go out to walk or get to the gym,"sue, volunteer mentor @sueinmn",58,2901.1363636363635
45,"['Communicable Diseases', 'Agenesis of corpus callosum', 'Common Cold', 'Influenza', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/should-you-fly-home-to-get-the-vaccine-when-its-your-turn/,should you fly home to get the vaccine when its your turn?,jeannettepma5 @jeannettepma5,14,701.1111111111111
46,"['Sexually Transmitted Diseases', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Chronic Obstructive Airway Disease', 'Nephritis, Interstitial', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Myocardial Ischemia', 'Gray Platelet Syndrome', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,social distancing and masks,"merry, volunteer mentor @merpreb",20,1001.0869565217391
47,"['Heparin-induced thrombocytopenia', 'Common Cold', 'Chronic Obstructive Airway Disease', 'Cancer-Associated Retinopathy', 'Bronchiectasis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME', 'Malignant hyperpyrexia due to anesthesia', ""Little's Disease"", 'MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I', 'headache migraine chronic', 'Anemia, Diamond-Blackfan', 'Lung Diseases, Obstructive', 'Peripheral Vascular Diseases', 'Gray Platelet Syndrome', 'Flatulence', 'Hip pain', 'Catch - Finding of sensory dimension of pain', 'Cold intolerance', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,winter wellbeing: what are you doing this winter for you?,"colleen young, connect director @colleenyoung",34,1701.063829787234
48,"['organic disorders', 'Coronavirus Infections', 'Disease', 'Other symptoms', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/fever-clinics/,fever clinics,khinmgm8 @khinmgm8,6,301.0416666666667
49,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Heparin-induced thrombocytopenia', 'Dehydration', 'cold symptoms', 'Interstitial emphysema', 'Lung Diseases, Obstructive', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Coronavirus Infections', 'Headache', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/tari/,"my spouse tested positive, now what?",tari4me @tari4me,20,1001.0204081632653
50,"['Gonorrhea', 'Geroderma osteodysplastica', 'Toxic Shock Syndrome', 'Dermatofibrosis lenticularis disseminata', 'Simian Acquired Immunodeficiency Syndrome', 'Gray Platelet Syndrome', 'Decreased Libido', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-antibodies-and-sex-desire/,covid 19 antibodies and sex desire,trkeba @trkeba,8,401.0
51,"['Gonorrhea', 'Geroderma osteodysplastica', 'Heparin-induced thrombocytopenia', 'Anemia, Diamond-Blackfan', 'Other viral diseases NOS', 'Amelogenesis imperfecta nephrocalcinosis', 'Simian Acquired Immunodeficiency Syndrome', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'Disease', 'Wheezing', 'Dry cough', 'Coughing', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/do-i-have-covid-or-is-it-some-underlying-condition/,do i have covid or is it some underlying condition?,mrbrandon @mrbrandon,26,1300.9803921568628
52,"['Rheumatoid Arthritis', 'Gray Platelet Syndrome', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-and-ra/,covid-19 and ra,bbjones @bbjones,2,100.96153846153847
53,"['Periodic Alternating Nystagmus', 'McCune-Albright Syndrome', 'Melnick-Needles Syndrome', 'AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME', 'Acute gastroenteritis', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'furuncle', ""Little's Disease"", 'Osteoporosis with pseudoglioma', 'Optic Neuritis', 'Lung Diseases, Obstructive', 'Polyarteritis Nodosa', 'Mass of body region', 'Tired', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-and-celebrating-alone-changed-my-x-mas-giving/,covid and celebrating alone changed my x-mas giving,fiesty76 @fiesty76,12,600.9433962264151
54,"['Communicable Diseases', 'Epilepsy', 'Agenesis of corpus callosum', 'Post-infectious encephalitis', 'Chikungunya virus infection', 'Carpal Tunnel Syndrome', 'Common Migraine', 'Cancer-Associated Retinopathy', 'Euthyroid Sick Syndromes', 'Pneumocystis jiroveci pneumonia', 'Myocardial Ischemia', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Dystonia Disorders', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Sleep Apnea Syndromes', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Hereditary Multiple Exostoses', 'Gray Platelet Syndrome', 'Disease', 'Seizures', 'Pain', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/as-the-pandemic-spreads-so-can-our-thanks/,"as the pandemic spreads, so can our thanks",fiesty76 @fiesty76,26,1300.9259259259259
55,"['SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Neurologic Symptoms', 'Fatigue', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/post-acute-covid-19-syndrome/,"""post-acute covid-19 syndrome""","merry, volunteer mentor @merpreb",4,200.9090909090909
56,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', ""Little's Disease"", 'Acute gastroenteritis', 'Coronavirus Infections', 'Coughing', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/quarantine-period-for-infected-children/,quarantine period for infected children,mshamdann @mshamdann,8,400.89285714285717
57,"['Chronic otitis media', 'nan', 'Chronic otitis media', 'nan']",https://connect.mayoclinic.org/discussion/dr-fauci/,dr. fauci,"merry, volunteer mentor @merpreb",0,0.8771929824561403
58,"['Blind Vision', 'Communicable Diseases', 'Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Influenza', 'Liver Abscess, Amebic', 'Cancer-Associated Retinopathy', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Acute infectious disease', 'Chronic otitis media', 'Failure of Tooth Eruption, Primary', 'Simian Acquired Immunodeficiency Syndrome', 'organic disorders', 'Wiskott-Aldrich Syndrome', 'Disease', 'Gray Platelet Syndrome', 'Painful Bladder Syndrome', 'Seizures', 'Tired', 'Muscular stiffness', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Dryness of eye', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Blind Vision', 'Communicable Diseases', 'Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Influenza', 'Liver Abscess, Amebic', 'Cancer-Associated Retinopathy', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Acute infectious disease', 'Chronic otitis media', 'Failure of Tooth Eruption, Primary', 'organic disorders', 'Disease', 'Gray Platelet Syndrome', 'Painful Bladder Syndrome', 'Seizures', 'Tired', 'Muscular stiffness', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Dryness of eye', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/masks-1/,masks: how do you encourage people that they help?,tjdog @tjdog,96,4800.862068965517
59,"['Communicable Diseases', 'Sensorineural Hearing Loss (disorder)', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Paramyotonia Congenita (disorder)', 'Triglyceride storage disease with ichthyosis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Rubella', 'Vestibular Diseases', 'Gray Platelet Syndrome', 'Scarlet Fever', 'Pneumonia', 'Benign paroxysmal positional vertigo', 'Bronchitis', 'Measles', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Virus Diseases', 'Gonorrhea', ""Little's Disease"", 'Acquired Immunodeficiency Syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Disease', 'Coughing', 'Equilibration disorder', 'Aural pressure', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Communicable Diseases', 'Sensorineural Hearing Loss (disorder)', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Paramyotonia Congenita (disorder)', 'Triglyceride storage disease with ichthyosis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Rubella', 'Vestibular Diseases', 'Gray Platelet Syndrome', 'Scarlet Fever', 'Pneumonia', 'Benign paroxysmal positional vertigo', 'Bronchitis', 'Measles', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Virus Diseases', 'Gonorrhea', ""Little's Disease"", 'Acquired Immunodeficiency Syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Disease', 'Coughing', 'Equilibration disorder', 'Aural pressure', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hearing-loss-after-covid/,hearing loss after covid,heatnor @heatnor,32,1600.8474576271187
60,"['Tachycardia, Ectopic Junctional', 'Heparin-induced thrombocytopenia', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Anorexia', ""Little's Disease"", 'Streptococcal sore throat', 'Wiskott-Aldrich Syndrome', 'Peripheral Vascular Diseases', 'Sciatica', 'Ache', 'Tired', 'BODY PAIN', 'Vomiting', 'Fatigue', 'Headache', 'Rhinorrhea', 'Actual Inability To Taste', 'Nausea', 'Congestion of throat', 'Dry cough', 'Coughing', 'Asthenia', 'Night sweats', 'Chills', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Gonorrhea', 'Geroderma osteodysplastica', 'Tachycardia, Ectopic Junctional', 'Allergic disposition', 'Anorexia', ""Little's Disease"", 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Streptococcal sore throat', 'Peripheral Vascular Diseases', 'Sciatica', 'Ache', 'Tired', 'BODY PAIN', 'Vomiting', 'Fatigue', 'Headache', 'Rhinorrhea', 'Actual Inability To Taste', 'Nausea', 'Congestion of throat', 'Dry cough', 'Coughing', 'Asthenia', 'Night sweats', 'Chills', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/common-symptoms-no-cough/,"common symptoms, no cough",daphne47 @daphne47,16,800.8333333333334
61,"['Preeclamptic toxemia', 'Dermatofibrosis lenticularis disseminata', 'Elliptocytosis, Hereditary', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'Preeclamptic toxemia', 'Elliptocytosis, Hereditary', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/my-boss-spread-covid-19-intentionally/,my boss spread covid-19 intentionally,blueraven @blueraven,18,900.8196721311475
62,"['Chronic lobular hepatitis', 'Heparin-induced thrombocytopenia', 'Bronchiectasis', 'Wolf-Hirschhorn Syndrome', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Lesch-Nyhan Syndrome', 'Asthma', 'Simian Acquired Immunodeficiency Syndrome', 'Gray Platelet Syndrome', 'Preeclamptic toxemia', 'Vitelliform Macular Dystrophy', 'Van der Woude syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Cancer-Associated Retinopathy', 'Tropical Spastic Paraparesis', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Myocardial Ischemia', 'Gonorrhea', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Wiskott-Aldrich Syndrome', 'Flatulence', 'Indifferent mood', 'Muscular stiffness', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Chronic lobular hepatitis', 'Bronchiectasis', 'Wolf-Hirschhorn Syndrome', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Lesch-Nyhan Syndrome', 'Asthma', 'Gray Platelet Syndrome', 'Preeclamptic toxemia', 'Vitelliform Macular Dystrophy', 'Van der Woude syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Cancer-Associated Retinopathy', 'Tropical Spastic Paraparesis', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Myocardial Ischemia', 'Gonorrhea', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Flatulence', 'Indifferent mood', 'Muscular stiffness', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hey-there-grandmas-and-grandpas-opportunity-knocks/,grandmas and grandpas...opportunity knocks! ideas during covid,"chris trout, volunteer mentor @artscaping",124,6200.806451612903
63,"['Preeclamptic toxemia', 'Jet Lag Syndrome', 'Exanthema', 'Common Cold', 'Fibromyalgia', 'Inclusion Body Myositis (disorder)', 'Age related macular degeneration', 'Gonorrhea', 'Geroderma osteodysplastica', 'Circadian Rhythm Disorders', 'Sexually Transmitted Diseases', 'Pentalogy of Cantrell', ""Little's Disease"", 'Preeclamptic toxemia', 'Jet Lag Syndrome', 'Exanthema', 'Common Cold', 'Fibromyalgia', 'Inclusion Body Myositis (disorder)', 'Age related macular degeneration', 'Gonorrhea', 'Geroderma osteodysplastica', 'Circadian Rhythm Disorders', 'Sexually Transmitted Diseases', 'Pentalogy of Cantrell', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Reflex Sympathetic Dystrophy', 'Gray Platelet Syndrome', 'Hunger', 'Hypersomnia', 'Depressive Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-and-the-end-of-daylight-savings-time/,covid and the end of daylight savings time,"merry, volunteer mentor @merpreb",48,2400.7936507936506
64,"['Chronic otitis media', 'nan', 'Chronic otitis media', 'nan']",https://connect.mayoclinic.org/discussion/dr-fauci/,dr. fauci,"merry, volunteer mentor @merpreb",0,0.78125
